Brand,Name,Audience score,Price,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Brooks,Revel 7,"83
 Good!",$100,Daily running,Neutral,9.1 oz / 258g 9.1 oz / 258g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.0 mm,22.2 mm,Normal,1,SummerAll seasons,1,#253 Bottom 30%,#65 Top 18%,,
Nike,Revolution 6,"83
 Good!",$65,Daily running,Neutral,9.2 oz / 262g 9.2 oz / 262g,0,10.6 mm 10.0 mm,Heel,Slightly small,-,-,-,-,-,Wide,-,Stiff,-,-,0,0,33.8 mm 24.0 mm,23.1 mm 14.0 mm,NormalWideX-Wide,0,-,0,#500 Bottom 22%,#318 Top 50%,,
Nike,Revolution 7,"80
 Good!",$70,Daily running,Neutral,9.9 oz / 281g 10 oz / 283g,0,10.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,31.5 mm 31.0 mm,21.0 mm 21.0 mm,NormalWideX-Wide,1,All seasons,1,#576 Bottom 10%,#121 Top 19%,,
Nike,Revolution 7 EasyOn,"80
 Good!",$70,Daily running,Neutral,9.7 oz / 275g,0,9.9 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Decent,Breathable,Narrow,Narrow,Moderate,Moderate,Stiff,0,0,31.7 mm,21.8 mm,Normal,1,SummerAll seasons,1,#306 Bottom 16%,#311 Bottom 15%,,
Nike,Revolution 8,"78
 Decent!",$70,Daily running,Neutral,9.3 oz / 264g 9.5 oz / 270g,0,8.8 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Decent,Moderate,Medium,Medium,Flexible,Moderate,Stiff,0,0,31.8 mm 33.0 mm,23.0 mm 23.0 mm,NormalWideX-Wide,1,All seasons,1,#322 Bottom 12%,#66 Top 19%,,
Nike,Revolution 8,"78
 Decent!",$70,Daily running,Neutral,9.3 oz / 264g 9.5 oz / 270g,0,8.8 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Decent,Moderate,Medium,Medium,Flexible,Moderate,Stiff,0,0,31.8 mm 33.0 mm,23.0 mm 23.0 mm,NormalWideX-Wide,1,All seasons,1,#322 Bottom 12%,#66 Top 19%,,
Brooks,Ricochet 3,"85
 Good!",$120,Daily running,Neutral,9.1 oz / 258g 9.4 oz / 266g,0,6.8 mm 8.0 mm,Mid/forefoot,-,-,-,-,-,-,Medium,-,-,Moderate,-,0,0,27.6 mm 24.0 mm,20.8 mm 16.0 mm,Normal,1,-,1,#205 Bottom 43%,#321 Bottom 12%,,
Saucony,Ride 14,"89
 Great!",$130,Daily running,Neutral,10.1 oz / 286g 9.9 oz / 281g,0,9.5 mm 8.0 mm,HeelMid/forefoot,Slightly large,-,-,-,-,Moderate,Medium,-,Stiff,Flexible,Stiff,0,0,33.9 mm 32.0 mm,24.4 mm 24.0 mm,NormalWide,1,All seasons,1,#181 Top 29%,#464 Bottom 28%,,
Saucony,Ride 15,"89
 Great!",$130,Daily running,Neutral,8.9 oz / 253g 9 oz / 255g,0,6.9 mm 8.0 mm,Mid/forefoot,True to size,Balanced,-,-,-,-,Narrow,-,Stiff,Moderate,Stiff,0,0,31.4 mm 35.0 mm,24.5 mm 27.0 mm,NormalWide,1,-,1,#207 Top 33%,#387 Bottom 40%,,
Saucony,Ride 16,"87
 Great!",$140,Daily running,Neutral,9.3 oz / 264g 8.8 oz / 250g,0,7.9 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,Bad,Bad,Good,Breathable,Narrow,Medium,Moderate,Flexible,Stiff,0,0,33.3 mm 35.0 mm,25.4 mm 27.0 mm,NormalWide,1,SummerAll seasons,1,#296 Top 46%,#351 Bottom 45%,,
Saucony,Ride 17,"89
 Great!",$140,Daily running,Neutral,10.2 oz / 288g 9.9 oz / 282g,0,8.5 mm 8.0 mm,HeelMid/forefoot,True to size,Soft,Decent,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Moderate,0,1,35.1 mm 35.0 mm,26.6 mm 27.0 mm,NormalWide,1,All seasons,1,#134 Top 21%,#155 Top 25%,,
Saucony,Ride 18,"89
 Great!",$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,0,8.4 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Flexible,0,0,35.0 mm 37.0 mm,26.6 mm 29.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#54 Top 15%,,
Saucony,Ride 18,"89
 Great!",$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,0,8.4 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Flexible,0,0,35.0 mm 37.0 mm,26.6 mm 29.0 mm,NormalWide,1,SummerAll seasons,1,#99 Top 28%,#54 Top 15%,,
Saucony,Ride 18,"89
 Great!",$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,0,8.4 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Flexible,0,0,35.0 mm 37.0 mm,26.6 mm 29.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#54 Top 15%,,
Saucony,Ride 18,"89
 Great!",$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,0,8.4 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Flexible,0,0,35.0 mm 37.0 mm,26.6 mm 29.0 mm,NormalWide,1,SummerAll seasons,1,#99 Top 28%,#54 Top 15%,,
Saucony,Ride 18,"89
 Great!",$140,Daily running,Neutral,9 oz / 255g 9.5 oz / 269g,0,8.4 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Flexible,0,0,35.0 mm 37.0 mm,26.6 mm 29.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#54 Top 15%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#305 Bottom 16%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#305 Bottom 16%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Hoka,Rincon 4,"80
 Good!",$125,Daily running,Stability,8.1 oz / 231g 8 oz / 228g,1,9.4 mm 5.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Decent,Bad,Breathable,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,36.0 mm 33.0 mm,26.6 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#301 Bottom 17%,#80 Top 22%,,
Altra,Rivera 2,"85
 Good!",$130,Daily runningTempo,Neutral,8.6 oz / 243g 8.5 oz / 240g,1,2.8 mm 0.0 mm,Mid/forefoot,Half size small,Soft,-,-,-,-,Medium,-,Moderate,Flexible,Flexible,0,0,24.6 mm 26.0 mm,21.8 mm 26.0 mm,Normal,1,-,1,#431 Bottom 33%,#561 Bottom 13%,,
Altra,Rivera 3,"88
 Great!",$140,Daily running,Neutral,9.1 oz / 257g 9.8 oz / 278g,0,1.7 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Bad,Good,Good,Moderate,Medium,Wide,Stiff,Moderate,Moderate,0,0,28.4 mm 28.0 mm,26.7 mm 28.0 mm,Normal,1,All seasons,1,#275 Top 43%,#494 Bottom 23%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Altra,Rivera 4,"85
 Good!",$130,Daily runningTempo,Neutral,8.3 oz / 235g 10 oz / 283g,1,0.4 mm 0.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Bad,Good,Moderate,Narrow,Wide,Stiff,Flexible,Flexible,0,0,28.4 mm 28.0 mm,28.0 mm 28.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#270 Bottom 26%,,
Inov8,Roadfly,"88
 Great!",$130,Daily running,Neutral,8.9 oz / 251g 9.3 oz / 265g,0,9.4 mm 6.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Decent,Decent,Breathable,Medium,Wide,Stiff,Moderate,Flexible,0,0,31.5 mm 27.0 mm,22.1 mm 21.0 mm,NormalWide,1,SummerAll seasons,1,#119 Top 33%,#341 Bottom 6%,,
Inov8,Roadfly,"88
 Great!",$130,Daily running,Neutral,8.9 oz / 251g 9.3 oz / 265g,0,9.4 mm 6.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Decent,Decent,Breathable,Medium,Wide,Stiff,Moderate,Flexible,0,0,31.5 mm 27.0 mm,22.1 mm 21.0 mm,NormalWide,1,SummerAll seasons,1,#120 Top 33%,#342 Bottom 6%,,
Inov8,Roadfly,"88
 Great!",$130,Daily running,Neutral,8.9 oz / 251g 9.3 oz / 265g,0,9.4 mm 6.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Decent,Decent,Breathable,Medium,Wide,Stiff,Moderate,Flexible,0,0,31.5 mm 27.0 mm,22.1 mm 21.0 mm,NormalWide,1,SummerAll seasons,1,#120 Top 33%,#342 Bottom 6%,,
Inov8,Roadfly,"88
 Great!",$130,Daily running,Neutral,8.9 oz / 251g 9.3 oz / 265g,0,9.4 mm 6.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Decent,Decent,Breathable,Medium,Wide,Stiff,Moderate,Flexible,0,0,31.5 mm 27.0 mm,22.1 mm 21.0 mm,NormalWide,1,SummerAll seasons,1,#120 Top 33%,#342 Bottom 6%,,
HOKA,Rocket X 3,"89
 Great!",$250,Competition,Neutral,7.8 oz / 220g 7.4 oz / 210g,1,10.0 mm 7.0 mm,HeelMid/forefoot,Slightly small,Soft,Decent,Good,Good,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,39.6 mm 40.0 mm,29.6 mm 33.0 mm,Normal,1,SummerAll seasons,1,#95 Top 26%,#59 Top 17%,,
Hoka,Rocket X 3,"89
 Great!",$250,Competition,Neutral,7.8 oz / 220g 7.4 oz / 210g,1,10.0 mm 7.0 mm,HeelMid/forefoot,Slightly small,Soft,Decent,Good,Good,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,39.6 mm 40.0 mm,29.6 mm 33.0 mm,Normal,1,SummerAll seasons,1,#97 Top 27%,#59 Top 17%,,
Adidas,Runfalcon,"80
 Good!",$60,Daily running,Neutral,9.3 oz / 264g 9.5 oz / 269g,0,8.9 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,-,-,-,Warm,Narrow,-,Stiff,Flexible,Moderate,0,0,26.5 mm 28.0 mm,17.6 mm 18.0 mm,Normal,1,Winter,1,#565 Bottom 12%,#487 Bottom 24%,,
Adidas,Runfalcon 2.0,"80
 Good!",$60,Daily running,Neutral,9.9 oz / 280g 9.9 oz / 280g,0,10.9 mm 10.0 mm,Heel,True to size,Balanced,-,-,-,Warm,Medium,Wide,Stiff,Moderate,Moderate,0,0,28.7 mm,17.8 mm,Normal,1,All seasons,1,#566 Bottom 12%,#645 Bottom 1%,,
Adidas,Runfalcon 3,"81
 Good!",$65,Daily running,Neutral,10 oz / 283g 9.7 oz / 275g,0,13.6 mm 9.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Wide,Stiff,Moderate,Flexible,0,0,31.6 mm 25.0 mm,18.0 mm 16.0 mm,NormalWide,1,All seasons,1,#536 Bottom 16%,#586 Bottom 9%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#203 Bottom 44%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#203 Bottom 44%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#205 Bottom 43%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#203 Bottom 44%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#203 Bottom 44%,#148 Top 41%,,
Adidas,Runfalcon 5,"85
 Good!",$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,0,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,Bad,Bad,Decent,Moderate,Wide,Medium,Moderate,Flexible,Moderate,0,0,31.2 mm 33.0 mm,21.8 mm 23.0 mm,NormalWide,1,All seasons,1,#203 Bottom 44%,#148 Top 41%,,
Salomon,S/Lab Phantasm 2,N/A,$275,CompetitionTempo,Neutral,7.5 oz / 213g 7.4 oz / 210g,1,5.1 mm 9.0 mm,Mid/forefoot,-,Soft,Bad,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Flexible,Carbon plate,0,31.5 mm 37.0 mm,26.4 mm 28.0 mm,Normal,1,All seasons,1,#252 Bottom 30%,#358 Bottom 1%,,
SAlomon,S/Lab Spectur,"80
 Good!",$220,CompetitionTempo,Neutral,9.1 oz / 258g,0,10.7 mm 8.0 mm,Heel,-,Balanced,Decent,Decent,Good,Moderate,Medium,Medium,Stiff,Stiff,Flexible,0,1,36.9 mm,26.2 mm,Normal,1,All seasons,1,#312 Bottom 14%,#332 Bottom 9%,,
Xero,Shoes HFS II,"85
 Good!",$120,Daily running,Neutral,8.6 oz / 244g 8.3 oz / 235g,1,1.0 mm 0.0 mm,Mid/forefoot,True to size,Firm,Decent,Bad,Decent,Breathable,Narrow,Wide,Moderate,Flexible,Moderate,0,0,13.1 mm 12.0 mm,12.1 mm 12.0 mm,NormalWide,1,SummerAll seasons,1,#206 Bottom 43%,#275 Bottom 24%,,
Xero,Shoes HFS II,"85
 Good!",$120,Daily running,Neutral,8.6 oz / 244g 8.3 oz / 235g,1,1.0 mm 0.0 mm,Mid/forefoot,True to size,Firm,Decent,Bad,Decent,Breathable,Narrow,Wide,Moderate,Flexible,Moderate,0,0,13.1 mm 12.0 mm,12.1 mm 12.0 mm,NormalWide,1,SummerAll seasons,1,#206 Bottom 43%,#275 Bottom 25%,,
Xero,Shoes Prio,"91
 Superb!",$90,Daily running,Neutral,9.8 oz / 279g 7.4 oz / 210g,0,0.4 mm 0.0 mm,Mid/forefoot,True to size,-,Good,Bad,Decent,Warm,Medium,Wide,Flexible,Flexible,Flexible,0,0,12.2 mm 7.0 mm,11.8 mm 7.0 mm,NormalWide,1,All seasons,1,#21 Top 6%,#238 Bottom 34%,,
Xero,Shoes Prio,"91
 Superb!",$90,Daily running,Neutral,9.8 oz / 279g 7.4 oz / 210g,0,0.4 mm 0.0 mm,Mid/forefoot,True to size,-,Good,Bad,Decent,Warm,Medium,Wide,Flexible,Flexible,Flexible,0,0,12.2 mm 7.0 mm,11.8 mm 7.0 mm,NormalWide,1,All seasons,1,#22 Top 6%,#239 Bottom 34%,,
Xero,Shoes Speed Force II,"88
 Great!",$110,Daily runningTempo,Neutral,6.7 oz / 189g 6 oz / 170g,1,0.1 mm 0.0 mm,Mid/forefoot,True to size,-,Decent,Decent,Decent,Breathable,Medium,Wide,Flexible,Flexible,Flexible,0,0,10.6 mm 7.0 mm,10.5 mm 7.0 mm,Normal,1,SummerAll seasons,1,#115 Top 32%,#318 Bottom 12%,,
Xero,Shoes Speed Force II,"88
 Great!",$110,Daily runningTempo,Neutral,6.7 oz / 189g 6 oz / 170g,1,0.1 mm 0.0 mm,Mid/forefoot,True to size,-,Decent,Decent,Decent,Breathable,Medium,Wide,Flexible,Flexible,Flexible,0,0,10.6 mm 7.0 mm,10.5 mm 7.0 mm,Normal,1,SummerAll seasons,1,#117 Top 32%,#319 Bottom 13%,,
Xero,Shoes Speed Force II,"88
 Great!",$110,Daily runningTempo,Neutral,6.7 oz / 189g 6 oz / 170g,1,0.1 mm 0.0 mm,Mid/forefoot,True to size,-,Decent,Decent,Decent,Breathable,Medium,Wide,Flexible,Flexible,Flexible,0,0,10.6 mm 7.0 mm,10.5 mm 7.0 mm,Normal,1,SummerAll seasons,1,#115 Top 32%,#319 Bottom 12%,,
