Brand,Name,Lightweight,Size,Lug depth,Widths available,For heavy runners,Removable insole,Orthotic friendly,Ranking,Popularity,terrain_norm,terrain_light,terrain_moderate,terrain_technical,Arch_grouped,arch_neutral,arch_stability,Strike_norm,strike_forefoot,strike_heel,strike_mid,drop_lab_mm,drop_brand_mm,midsole_soft,midsole_balanced,midsole_firm,plate_carbon,plate_rock,plate_none,toebox_bad,toebox_decent,toebox_good,heelpad_bad,heelpad_decent,heelpad_good,outsole_bad,outsole_decent,outsole_good,breath_breathable,breath_moderate,breath_warm,width_narrow,width_medium,width_wide,toeboxwidth_narrow,toeboxwidth_medium,toeboxwidth_wide,stiff_flexible,stiff_moderate,stiff_stiff,torsion_flexible,torsion_moderate,torsion_stiff,heelcounter_flexible,heelcounter_moderate,heelcounter_stiff,heel_lab_mm,heel_brand_mm,forefoot_lab_mm,forefoot_brand_mm,season_all,season_summer,season_winter,water_proof,water_repellent,water_both,water_none
Saucony,Peregrine 13,0,True to size,4.8 mm,Normal,0,1,1,#186 Top 29%,#441 Bottom 31%,Technical,0,0,1,Neutral,1,0,Mid|Forefoot,1,0,1,3.9,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,27.5,28.0,23.6,24.0,1,0,0,0,0,0,1
Saucony,Peregrine 14,0,True to size,4.7 mm,NormalWide,0,1,1,#218 Top 34%,#350 Bottom 45%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,2.2,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,27.3,31.0,25.1,27.0,1,0,0,0,0,0,1
Saucony,Peregrine 15,0,True to size,4.7 mm,NormalWide,0,1,1,#326 Bottom 11%,#139 Top 38%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,3.7,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,29.5,28.0,25.8,24.0,1,0,0,0,0,0,1
Saucony,Xodus Ultra,0,True to size,3.8 mm,Normal,0,1,1,#314 Top 49%,#498 Bottom 23%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,7.2,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,33.9,32.0,26.7,26.0,1,0,0,0,0,0,1
Saucony,Xodus Ultra 2,0,True to size,4.6 mm,Normal,0,1,1,#227 Top 36%,#555 Bottom 14%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,7.3,6.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,34.1,32.5,26.8,26.5,1,0,0,0,0,0,1
Saucony,Xodus Ultra 3,0,True to size,4.3 mm,Normal,0,1,1,#341 Bottom 47%,#425 Bottom 34%,Technical,0,0,1,Neutral,1,0,Mid|Forefoot,1,0,1,5.9,6.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,35.1,36.0,29.2,30.0,1,0,0,0,0,0,1
Saucony,Xodus Ultra 4,0,-,3.5 mm,Normal,0,1,1,#201 Bottom 45%,#208 Bottom 43%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.5,6.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,37.6,36.0,31.1,30.0,1,0,0,0,0,0,1
Scarpa,Spin Planet,0,True to size,3.2 mm,Normal,0,1,1,#138 Top 38%,#329 Bottom 10%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.2,4.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,32.8,28.5,26.6,24.5,1,1,0,0,0,0,1
The North Face,Vectiv Enduris 3,0,True to size,3.3 mm,Normal,0,1,1,#46 Top 13%,#188 Bottom 48%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,11.6,6.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,35.8,30.0,24.2,24.0,1,0,0,0,0,0,1
Topo,MTN Racer 3,0,Slightly small,4.2 mm,Normal,0,1,1,#164 Top 45%,#261 Bottom 28%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.9,5.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,33.5,33.5,26.6,28.5,1,0,0,0,0,0,1
Topo,Traverse,0,Slightly small,4.1 mm,NormalWide,0,1,1,#39 Top 11%,#281 Bottom 23%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,4.8,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,30.8,30.0,26.0,25.0,1,0,0,0,1,0,0
Topo,Ultraventure 4,0,True to size,3.2 mm,NormalWide,0,1,1,#188 Bottom 48%,#147 Top 41%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.6,5.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,35.1,35.0,28.5,30.0,1,0,0,0,0,0,1
Xero Shoes,Scrambler Low,0,True to size,2.7 mm,NormalWide,0,1,1,#116 Top 32%,#336 Bottom 8%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,0.1,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,16.3,15.0,16.4,15.0,1,1,0,0,0,0,1
Topo,Ultraventure 3,0,True to size,3.2 mm,Normal,0,1,1,#259 Top 41%,#206 Top 32%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.3,5.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,37.2,35.0,30.9,30.0,1,0,0,0,0,0,1
Inov8,Trailtalon,0,Half size small,5.4 mm,NormalWide,0,1,1,#71 Top 20%,#350 Bottom 4%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,7.8,6.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,34.2,31.0,26.4,25.0,1,0,0,0,0,0,1
Inov8,Trailfly Zero,0,-,3.4 mm,NormalWide,0,1,1,#161 Top 44%,#346 Bottom 5%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,0.5,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,24.9,,24.4,,1,0,0,0,0,0,1
Inov8,Trailfly Max,0,-,3.4 mm,NormalWide,0,1,1,#365 Bottom 1%,#349 Bottom 5%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.6,6.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,37.1,,29.5,,1,0,0,0,0,0,1
Asics,Trail Scout 2,0,True to size,4.2 mm,Normal,0,1,1,#262 Bottom 28%,#327 Bottom 11%,Moderate,0,1,0,Neutral,1,0,Heel,0,1,0,10.3,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,32.8,,22.5,,1,0,0,0,0,0,1
Asics,Gel Venture 9,0,True to size,3.0 mm,NormalWideX-Wide,0,1,1,#474 Bottom 26%,#176 Top 28%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,10.4,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,33.3,,22.9,,1,0,0,0,0,0,0
Asics,Gel Venture 10,0,True to size,3.7 mm,NormalWideX-Wide,0,1,1,#243 Bottom 33%,#71 Top 20%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,12.0,10.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,35.3,33.5,23.3,23.5,1,0,0,0,0,0,1
Asics,Gel Venture 8,0,True to size,3.1 mm,Normal,0,1,1,#246 Top 39%,#251 Top 39%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,13.2,10.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,34.2,,21.0,,1,1,0,0,0,0,1
Kailas,Fuga EX 3,0,-,3.4 mm,Normal,0,1,1,#166 Top 46%,#344 Bottom 6%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,13.7,8.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,38.4,36.0,24.7,28.0,1,0,0,0,0,0,1
Xero Shoes,Mesa Trail WP,0,Slightly small,3.8 mm,NormalWide,0,1,1,#366 Bottom 1%,#354 Bottom 3%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,1.2,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,14.6,8.0,13.4,8.0,0,0,1,1,0,0,0
Kailas,Fuga EX Pro,0,-,3.7 mm,Normal,0,1,1,#220 Bottom 40%,#337 Bottom 8%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.2,5.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,37.9,35.0,30.7,30.0,1,0,0,0,0,0,1
Kailas,Fuga EX BOA,0,-,3.7 mm,NormalWide,0,1,1,#51 Top 14%,#357 Bottom 2%,Moderate,0,1,0,Neutral,1,0,Heel,0,1,0,10.9,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,38.5,36.0,27.6,28.0,0,0,0,0,0,0,1
Kailas,Fuga YAO,0,-,1.7 mm,Normal,0,1,1,#52 Top 15%,#362 Bottom 1%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.7,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,38.6,,27.9,,1,0,0,0,0,0,1
Asics,Trabuco Max 2,0,True to size,4.2 mm,Normal,0,1,1,#4 Top 1%,#331 Bottom 48%,Moderate|Technical,0,1,1,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.5,5.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,39.7,43.0,31.2,38.0,1,1,0,0,0,0,1
Icebug,Järv RB9X,0,-,5.0 mm,Normal,0,0,0,#367 Bottom 1%,#367 Bottom 1%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,6.0,4.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,37.0,29.0,31.0,25.0,0,0,0,0,0,0,1
Kailas,Fuga Pro 4,0,-,3.4 mm,Normal,0,1,1,#169 Top 46%,#358 Bottom 2%,Moderate,0,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,10.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,31.7,32.0,21.8,22.0,0,0,0,0,0,0,1
Kailas,Fuga EX 2,0,-,4.0 mm,Normal,0,1,1,#436 Bottom 32%,#634 Bottom 2%,Moderate|Technical,0,1,1,Neutral,1,0,Heel,0,1,0,10.6,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,38.0,36.0,27.4,28.0,0,0,0,0,0,0,1
Kailas,Fuga Elite 2,0,-,2.5 mm,Normal,0,1,1,#249 Bottom 32%,#359 Bottom 2%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,12.5,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,40.4,41.0,27.9,31.0,0,0,0,0,0,0,1
Kailas,Fuga DU,0,-,3.2 mm,Wide,0,1,1,#260 Bottom 29%,#363 Bottom 1%,Moderate,0,1,0,Neutral,1,0,Heel,0,1,0,11.6,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,36.9,36.0,25.3,,1,0,0,0,0,0,1
Kailas,Flythorn Air 2.0,0,-,3.0 mm,Normal,0,1,1,#53 Top 15%,#364 Bottom 1%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,10.3,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,30.6,29.0,20.3,19.0,0,0,0,0,0,0,1
Kailas,Phantom 3.0,0,-,1.8 mm,Normal,0,1,1,#54 Top 15%,#365 Bottom 1%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.5,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,35.5,,25.0,,1,0,0,0,0,0,1
Nike,Pegasus Trail 4,0,True to size,3.4 mm,Normal,0,1,1,#244 Top 38%,#195 Top 31%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,12.7,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,35.5,36.0,22.8,26.0,0,0,0,0,0,0,1
,,,,,,,,,,,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
,168,,,,,,,,,,,0,0,0,,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
